username,verified,verified_type,profile_url,source,review_id,like_counts,image,date,comment
天天变成上班狗,False,-1,https://m.weibo.cn/u/7350288746?uid=7350288746,,4707445648392768,0,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/0081r3Sily8gj8fklpjcej30ro0rogno.jpg?KID=imgbed,tva&Expires=1642000920&ssig=U47mqaplbw",2021-11-25,创业真的是挺不容易的啊这个我觉得挺心酸的
A坤坤cxk,False,-1,https://m.weibo.cn/u/7611242052?uid=7611242052,,4707445639220049,0,"https://tvax1.sinaimg.cn/crop.0.0.828.828.180/008j5ZKAly8gqp8rj19rjj30n00n0wg5.jpg?KID=imgbed,tva&Expires=1642000920&ssig=%2Ff2aM8MnKS",2021-11-25,回复:真的是这样
A坤坤cxk,False,-1,https://m.weibo.cn/u/7611242052?uid=7611242052,,4707445538556542,0,"https://tvax1.sinaimg.cn/crop.0.0.828.828.180/008j5ZKAly8gqp8rj19rjj30n00n0wg5.jpg?KID=imgbed,tva&Expires=1642000920&ssig=%2Ff2aM8MnKS",2021-11-25,有时间 努力不是就会 有收获的 但是还是要坚持自己的 初心
小落的下山之旅,False,-1,https://m.weibo.cn/u/7350363061?uid=7350363061,,4707445349548866,0,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/0081rncVly8gj8f31nieaj30ro0roadc.jpg?KID=imgbed,tva&Expires=1642000920&ssig=WBlz1jqRC6",2021-11-25,回复:确实是好可惜啊
小落的下山之旅,False,-1,https://m.weibo.cn/u/7350363061?uid=7350363061,,4707445307868614,0,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/0081rncVly8gj8f31nieaj30ro0roadc.jpg?KID=imgbed,tva&Expires=1642000920&ssig=WBlz1jqRC6",2021-11-25,感觉就我一个人没有什么志向嘛只想后面养老了嘛
不会小黄,False,-1,https://m.weibo.cn/u/6490138643?uid=6490138643,,4707445236566777,0,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/0075dXxxly8g664ays2uoj30ro0romyu.jpg?KID=imgbed,tva&Expires=1642000920&ssig=sRrrb7nbKD",2021-11-25,回复:都不敢继续了
越来越棒的玺玺1128,False,-1,https://m.weibo.cn/u/7655489220?uid=7655489220,,4707445215858100,0,"https://tvax2.sinaimg.cn/crop.0.0.664.664.180/008m5EsAly8gssyj0rpxdj30ig0ig75k.jpg?KID=imgbed,tva&Expires=1642000920&ssig=48t6zZddFi",2021-11-25,回复:我也非常喜欢下雪天
蓝色球球Y,False,-1,https://m.weibo.cn/u/7331094064?uid=7331094064,,4707445173387760,0,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/00808wsEly8gwujgzarcej30ro0romy3.jpg?KID=imgbed,tva&Expires=1642000920&ssig=H280X41hMb",2021-11-25,回复:不努力什么时候都不会成功
不会小黄,False,-1,https://m.weibo.cn/u/6490138643?uid=6490138643,,4707445145078327,1,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/0075dXxxly8g664ays2uoj30ro0romyu.jpg?KID=imgbed,tva&Expires=1642000920&ssig=sRrrb7nbKD",2021-11-25,我以为的利润会是利滚利，没想到血本无归，投资太难了 
越来越棒的玺玺1128,False,-1,https://m.weibo.cn/u/7655489220?uid=7655489220,,4707445115716903,1,"https://tvax2.sinaimg.cn/crop.0.0.664.664.180/008m5EsAly8gssyj0rpxdj30ig0ig75k.jpg?KID=imgbed,tva&Expires=1642000920&ssig=48t6zZddFi",2021-11-25,创业人真的很不容易 但是我相信辛苦付出就会有回报
长鹿慢慢不可修,False,-1,https://m.weibo.cn/u/6676500609?uid=6676500609,,4707445093434706,0,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007hPUNHly8gj8fpwz8gmj30ro0rodhe.jpg?KID=imgbed,tva&Expires=1642000924&ssig=l7U4YdS%2BGX",2021-11-25,回复:投资了太难了啊
长鹿慢慢不可修,False,-1,https://m.weibo.cn/u/6676500609?uid=6676500609,,4707445056209859,0,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007hPUNHly8gj8fpwz8gmj30ro0rodhe.jpg?KID=imgbed,tva&Expires=1642000924&ssig=l7U4YdS%2BGX",2021-11-25,其实还真的是挺不甘心的毕竟付出了太多了
蓝色球球Y,False,-1,https://m.weibo.cn/u/7331094064?uid=7331094064,,4707444972851797,0,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/00808wsEly8gwujgzarcej30ro0romy3.jpg?KID=imgbed,tva&Expires=1642000924&ssig=1rlI%2FtMnhS",2021-11-25,有的时候真的不是所有的努力都能的回报的呀 
記憶穿過時間隧道英文,False,-1,https://m.weibo.cn/u/6641854460?uid=6641854460,,4707444897611970,0,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/007fuxKQly8gj8fjyymzzj30ro0rogqb.jpg?KID=imgbed,tva&Expires=1642000924&ssig=n9gUNJPD9m",2021-11-25,回复:打水漂票了
記憶穿過時間隧道英文,False,-1,https://m.weibo.cn/u/6641854460?uid=6641854460,,4707444855671169,0,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/007fuxKQly8gj8fjyymzzj30ro0rogqb.jpg?KID=imgbed,tva&Expires=1642000924&ssig=n9gUNJPD9m",2021-11-25,很多时候其实也是挺无奈的创业真的是不容易啊
wjtxfl,False,-1,https://m.weibo.cn/u/6969589566?uid=6969589566,,4707444758939287,0,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/007BFGCWly8gxb4ra5l7mj30ro0roq49.jpg?KID=imgbed,tva&Expires=1642000924&ssig=ppFTnV%2B6tE",2021-11-25,回复:确实很可惜
MWM·,True,0,https://m.weibo.cn/u/5541254599?uid=5541254599,,4707444666663852,0,"https://tvax2.sinaimg.cn/crop.0.0.1002.1002.180/00630xsbly8gg6qy2hicfj30ru0rudhv.jpg?KID=imgbed,tva&Expires=1642000924&ssig=rtPPGmhCQh",2021-11-25,感觉努力没什么用
橙子可乐呀,False,-1,https://m.weibo.cn/u/5217243190?uid=5217243190,,4707444607421563,0,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/005H51hIly8gpfiz93fe5j30ro0rotax.jpg?KID=imgbed,tva&Expires=1642000924&ssig=e0WgPSySlH",2021-11-25,回复:那也不能放弃
wjtxfl,False,-1,https://m.weibo.cn/u/6969589566?uid=6969589566,,4707444582252735,0,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/007BFGCWly8gxb4ra5l7mj30ro0roq49.jpg?KID=imgbed,tva&Expires=1642000924&ssig=ppFTnV%2B6tE",2021-11-25,但是有的时候不努力什么也没有，觉得努力还是好的
MWM·,True,0,https://m.weibo.cn/u/5541254599?uid=5541254599,,4707444574392098,2,"https://tvax2.sinaimg.cn/crop.0.0.1002.1002.180/00630xsbly8gg6qy2hicfj30ru0rudhv.jpg?KID=imgbed,tva&Expires=1642000924&ssig=rtPPGmhCQh",2021-11-25,让我知道了不是所有努力都会有回报，哭了
橙子可乐呀,False,-1,https://m.weibo.cn/u/5217243190?uid=5217243190,,4707444472941242,1,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/005H51hIly8gpfiz93fe5j30ro0rotax.jpg?KID=imgbed,tva&Expires=1642000927&ssig=clKo4Ah%2BUY",2021-11-25,只能先找准方法再去努力，要不努力也会白搭
梦境之鱼,False,-1,https://m.weibo.cn/u/6972517147?uid=6972517147,,4707444367818817,0,"https://tvax4.sinaimg.cn/crop.0.0.40.40.180/007BRYdZly4fzilmie8l2j30140140lt.jpg?KID=imgbed,tva&Expires=1642000927&ssig=TXykPOE2mn",2021-11-25,现在的投资总是不稳定，老是投入多，回报少 
-抢我辣条还想跑-,True,0,https://m.weibo.cn/u/5113963927?uid=5113963927,,4707444275546138,0,"https://tvax1.sinaimg.cn/crop.0.0.1002.1002.180/005A5FD9ly8gg4zxi08zej30ru0ru769.jpg?KID=imgbed,tva&Expires=1642000927&ssig=NVEadfTXL5",2021-11-25,真的非常难
ideatho,False,-1,https://m.weibo.cn/u/7497833615?uid=7497833615,,4707444259817932,1,"https://tvax1.sinaimg.cn/crop.0.0.1002.1002.180/008bq92fly8gu091vxpi4j60ru0ru0w502.jpg?KID=imgbed,tva&Expires=1642000927&ssig=mmpT89YQUi",2021-11-25,真的非常努力，感觉努力，就不会后悔了 
梦境之鱼,False,-1,https://m.weibo.cn/u/6972517147?uid=6972517147,,4707444233864314,0,"https://tvax4.sinaimg.cn/crop.0.0.40.40.180/007BRYdZly4fzilmie8l2j30140140lt.jpg?KID=imgbed,tva&Expires=1642000927&ssig=TXykPOE2mn",2021-11-25,回复:确实非常难
-抢我辣条还想跑-,True,0,https://m.weibo.cn/u/5113963927?uid=5113963927,,4707444191660338,19,"https://tvax1.sinaimg.cn/crop.0.0.1002.1002.180/005A5FD9ly8gg4zxi08zej30ru0ru769.jpg?KID=imgbed,tva&Expires=1642000927&ssig=NVEadfTXL5",2021-11-25,太真实了，再怎么努力感觉都是无用功
污妖王呀啊,False,-1,https://m.weibo.cn/u/6035637529?uid=6035637529,,4707444167542704,0,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/006AsV2ply8grkwl0bi0fj30ro0rowg1.jpg?KID=imgbed,tva&Expires=1642000927&ssig=nZHwsrlosD",2021-11-25,回复:只能继续努力
ideatho,False,-1,https://m.weibo.cn/u/7497833615?uid=7497833615,,4707444146573721,0,"https://tvax1.sinaimg.cn/crop.0.0.1002.1002.180/008bq92fly8gu091vxpi4j60ru0ru0w502.jpg?KID=imgbed,tva&Expires=1642000927&ssig=mmpT89YQUi",2021-11-25,回复:我也感觉是这样
空岛里的戀少女数字,False,-1,https://m.weibo.cn/u/6641855768?uid=6641855768,,4707444020741528,0,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/007fuy5Wly8gj8fqqjkxuj30ro0rowgi.jpg?KID=imgbed,tva&Expires=1642000927&ssig=%2BZjUUnJMsl",2021-11-25,回复:太容易一无所有了
虚假的赛,False,-1,https://m.weibo.cn/u/7497132625?uid=7497132625,,4707443945244834,0,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/008bncFXly8gv4lp9z3zej60ro0ro76n02.jpg?KID=imgbed,tva&Expires=1642000927&ssig=beYKbOj7ik",2021-11-25,回复:我也感觉有点难
空岛里的戀少女数字,False,-1,https://m.weibo.cn/u/6641855768?uid=6641855768,,4707443914835954,0,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/007fuy5Wly8gj8fqqjkxuj30ro0rowgi.jpg?KID=imgbed,tva&Expires=1642000930&ssig=Klzo%2FNV4tM",2021-11-25,现在虽然赚钱的方式有很多但是确实是不好成功
虚假的赛,False,-1,https://m.weibo.cn/u/7497132625?uid=7497132625,,4707443869223984,17,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/008bncFXly8gv4lp9z3zej60ro0ro76n02.jpg?KID=imgbed,tva&Expires=1642000930&ssig=GQxmxRvUv%2B",2021-11-25,挺喜欢下雪天的，不过这么努力，真的是太可惜了 
污妖王呀啊,False,-1,https://m.weibo.cn/u/6035637529?uid=6035637529,,4707443747064229,20,"https://tvax1.sinaimg.cn/crop.0.0.996.996.180/006AsV2ply8grkwl0bi0fj30ro0rowg1.jpg?KID=imgbed,tva&Expires=1642000930&ssig=yqkx1PU7gR",2021-11-25,这个年代投资太难了，很容易血本无归
username,verified,verified_type,profile_url,source,review_id,like_counts,image,date,comment
username,verified,verified_type,profile_url,source,review_id,like_counts,image,date,comment
username,verified,verified_type,profile_url,source,review_id,like_counts,image,date,comment
